;x;y;z;time
994;2.4591713;0.26033378;0.26033378;1418119708546
995;1.6393538;-0.5159764;-0.5159764;1418119708563
996;-0.26447248;-0.6288278;-0.6288278;1418119708583
997;1.6683402;0.5488944;0.5488944;1418119708603
998;2.9287107;0.3379867;0.3379867;1418119708623
999;2.2112772;-0.36613607;-0.36613607;1418119708642
1000;1.6241603;-0.20228529;-0.20228529;1418119708661
1001;1.413324;-0.4473753;-0.4473753;1418119708681
1002;0.63496876;-0.8215227;-0.8215227;1418119708701
1003;-0.13726112;-1.2407255;-1.2407255;1418119708722
1004;0.3379077;-0.35854244;-0.35854244;1418119708741
1005;-0.5420962;-0.30946827;-0.30946827;1418119708760
1006;-0.2318936;-0.2547431;-0.2547431;1418119708780
1007;1.20496;-0.0656507;-0.0656507;1418119708800
1008;1.6599528;-0.32453012;-0.32453012;1418119708819
1009;0.19029856;0.076493025;0.076493025;1418119708840
1010;0.13071465;0.1323402;0.1323402;1418119708859
1011;0.75212634;-0.14749694;-0.14749694;1418119708879
1012;1.9174433;-0.27243257;-0.27243257;1418119708898
1013;1.584429;-0.15747094;-0.15747094;1418119708918
1014;0.32195514;0.056214094;0.056214094;1418119708946
1015;-0.6278856;-0.7630515;-0.7630515;1418119708958
1016;0.41021824;-0.5074742;-0.5074742;1418119708981
1017;0.7224853;-0.47356582;-0.47356582;1418119709002
1018;-0.1914042;-0.18047738;-0.18047738;1418119709024
1019;-0.20137033;-0.31623077;-0.31623077;1418119709037
1020;-0.75529194;-0.5628078;-0.5628078;1418119709056
1021;-0.54492414;-0.39377952;-0.39377952;1418119709075
1022;0.07943174;-0.5149157;-0.5149157;1418119709096
1023;-0.31303775;-0.3636136;-0.3636136;1418119709126
1024;-0.2651206;-0.35439825;-0.35439825;1418119709135
1025;-0.1919406;-0.5139203;-0.5139203;1418119709155
1026;0.633686;-0.24732852;-0.24732852;1418119709174
1027;0.643944;-0.33340502;-0.33340502;1418119709196
1028;0.022712976;-0.31397057;-0.31397057;1418119709223
1029;-0.28960449;-0.5531783;-0.5531783;1418119709239
1030;0.9052089;-0.23436236;-0.23436236;1418119709254
1031;0.9627987;-0.05175233;-0.05175233;1418119709274
1032;0.11711848;-0.42807174;-0.42807174;1418119709293
1033;0.37475982;-0.33188987;-0.33188987;1418119709313
1034;0.3280733;-0.540277;-0.540277;1418119709333
1035;0.39098287;-0.26752043;-0.26752043;1418119709352
1036;0.33232394;-0.30905294;-0.30905294;1418119709371
1037;-0.32168794;-0.5284033;-0.5284033;1418119709391
